,datetime,open,high,low,close,volume
0,2023-01-01 05:30:00,16541.77,16545.7,16517.72,16544.19,2275.16723
1,2023-01-01 06:00:00,16544.19,16544.61,16508.39,16529.67,2089.66847
2,2023-01-01 06:30:00,16529.59,16541.8,16525.78,16534.6,1638.93201
3,2023-01-01 07:00:00,16534.02,16556.8,16530.62,16551.47,1951.13468
4,2023-01-01 07:30:00,16551.47,16555.0,16539.57,16552.89,1707.51457
5,2023-01-01 08:00:00,16552.89,16559.77,16538.14,16548.19,1611.32581
6,2023-01-01 08:30:00,16548.19,16548.19,16518.21,16529.89,2812.80041
7,2023-01-01 09:00:00,16529.89,16537.72,16526.74,16533.04,1429.28009
8,2023-01-01 09:30:00,16533.04,16535.97,16516.49,16518.59,2251.36363
9,2023-01-01 10:00:00,16518.31,16526.99,16511.92,16521.85,2033.64546
10,2023-01-01 10:30:00,16522.22,16524.0,16512.3,16521.07,2048.58468
11,2023-01-01 11:00:00,16521.42,16534.98,16514.79,16530.71,1668.7871
12,2023-01-01 11:30:00,16530.71,16550.0,16528.81,16544.63,1925.38852
13,2023-01-01 12:00:00,16545.02,16546.93,16538.41,16539.79,1419.51354
14,2023-01-01 12:30:00,16539.79,16544.57,16499.01,16522.78,3289.55667
15,2023-01-01 13:00:00,16522.28,16532.37,16504.17,16526.19,1895.40155
16,2023-01-01 13:30:00,16525.7,16534.03,16513.24,16523.23,2146.40427
17,2023-01-01 14:00:00,16522.83,16527.11,16508.45,16513.34,2125.51596
18,2023-01-01 14:30:00,16513.33,16522.63,16505.2,16514.23,2003.4674
19,2023-01-01 15:00:00,16514.64,16542.49,16514.22,16537.88,2097.28309
20,2023-01-01 15:30:00,16538.32,16547.38,16533.42,16544.07,1980.54253
21,2023-01-01 16:00:00,16543.69,16548.71,16533.79,16548.34,1823.22363
22,2023-01-01 16:30:00,16547.98,16552.67,16540.2,16544.56,1829.20618
23,2023-01-01 17:00:00,16544.56,16557.0,16542.14,16556.66,1910.32395
24,2023-01-01 17:30:00,16556.66,16572.42,16548.58,16564.27,2563.28252
25,2023-01-01 18:00:00,16564.06,16572.94,16555.0,16560.93,1587.20312
26,2023-01-01 18:30:00,16561.29,16567.26,16541.27,16550.92,2187.89837
27,2023-01-01 19:00:00,16550.92,16552.0,16539.05,16548.04,2191.78366
28,2023-01-01 19:30:00,16547.61,16558.19,16545.34,16556.53,1631.70451
29,2023-01-01 20:00:00,16556.15,16558.56,16540.85,16542.94,1663.28642
30,2023-01-01 20:30:00,16542.94,16549.78,16533.68,16542.89,1767.6181
31,2023-01-01 21:00:00,16543.28,16559.99,16542.0,16558.73,1453.31426
32,2023-01-01 21:30:00,16558.73,16584.66,16558.0,16577.68,2912.49862
33,2023-01-01 22:00:00,16578.16,16584.3,16559.56,16565.14,2049.63373
34,2023-01-01 22:30:00,16565.13,16596.64,16562.51,16582.65,2857.1389
35,2023-01-01 23:00:00,16582.65,16589.52,16572.11,16578.85,1857.26464
36,2023-01-01 23:30:00,16579.25,16603.89,16578.85,16594.11,2395.69269
37,2023-01-02 00:00:00,16593.68,16599.34,16586.2,16591.88,1750.67976
38,2023-01-02 00:30:00,16591.35,16623.65,16591.34,16618.35,2649.0259
39,2023-01-02 01:00:00,16617.84,16623.17,16592.76,16603.08,2060.71433
40,2023-01-02 01:30:00,16603.53,16628.0,16600.55,16616.08,2308.09184
41,2023-01-02 02:00:00,16616.08,16624.19,16601.04,16604.51,1880.96134
42,2023-01-02 02:30:00,16604.51,16608.31,16592.63,16601.35,1928.25135
43,2023-01-02 03:00:00,16601.8,16608.83,16596.99,16606.68,1728.52669
44,2023-01-02 03:30:00,16607.02,16613.85,16586.24,16595.55,1885.45128
45,2023-01-02 04:00:00,16595.55,16602.97,16592.24,16602.12,1804.74533
46,2023-01-02 04:30:00,16602.39,16625.0,16600.8,16608.6,1878.22655
47,2023-01-02 05:00:00,16608.0,16621.44,16602.61,16616.75,1968.3884
48,2023-01-02 05:30:00,16617.17,16629.05,16587.82,16588.45,2310.22539
49,2023-01-02 06:00:00,16588.45,16599.35,16581.25,16588.35,2016.84409
50,2023-01-02 06:30:00,16587.97,16589.2,16548.7,16568.83,4351.23681
51,2023-01-02 07:00:00,16568.34,16574.87,16563.04,16565.04,1440.61762
52,2023-01-02 07:30:00,16565.03,16580.31,16555.0,16577.35,1794.73719
53,2023-01-02 08:00:00,16577.27,16595.92,16575.0,16587.85,1355.67852
54,2023-01-02 08:30:00,16587.99,16594.99,16581.8,16584.06,1340.81067
55,2023-01-02 09:00:00,16583.83,16707.25,16583.22,16661.94,4853.32481
56,2023-01-02 09:30:00,16662.38,16674.84,16633.54,16640.79,3062.04412
57,2023-01-02 10:00:00,16640.79,16650.56,16629.29,16639.44,1921.35033
58,2023-01-02 10:30:00,16639.74,16644.32,16619.44,16634.53,2010.67706
59,2023-01-02 11:00:00,16634.53,16662.94,16622.91,16647.58,2966.10696
60,2023-01-02 11:30:00,16648.37,16663.27,16647.38,16647.91,1576.13169
61,2023-01-02 12:00:00,16648.24,16649.03,16635.93,16641.1,1634.48605
62,2023-01-02 12:30:00,16641.1,16769.51,16637.44,16735.58,7823.76992
63,2023-01-02 13:00:00,16735.87,16760.69,16716.0,16721.28,5032.31565
64,2023-01-02 13:30:00,16721.27,16772.01,16707.52,16738.48,4368.52485
65,2023-01-02 14:00:00,16738.93,16756.64,16724.85,16733.71,2712.28641
66,2023-01-02 14:30:00,16733.71,16745.68,16720.0,16723.37,2819.67217
67,2023-01-02 15:00:00,16723.77,16736.59,16710.54,16717.5,2779.53679
68,2023-01-02 15:30:00,16717.5,16762.86,16708.68,16732.41,3808.08711
69,2023-01-02 16:00:00,16732.41,16742.31,16722.15,16727.95,2084.48994
70,2023-01-02 16:30:00,16727.72,16732.7,16716.52,16718.59,2118.78825
71,2023-01-02 17:00:00,16718.56,16741.72,16704.07,16735.11,2576.55567
72,2023-01-02 17:30:00,16735.51,16746.29,16730.04,16737.28,2183.32262
73,2023-01-02 18:00:00,16737.28,16739.32,16719.3,16721.54,2078.68101
74,2023-01-02 18:30:00,16721.96,16725.6,16712.6,16718.34,2133.01767
75,2023-01-02 19:00:00,16718.34,16721.6,16685.0,16694.78,3465.27939
76,2023-01-02 19:30:00,16695.12,16710.41,16689.99,16690.42,2552.49609
77,2023-01-02 20:00:00,16690.42,16703.93,16669.15,16698.69,2907.85466
78,2023-01-02 20:30:00,16698.69,16724.99,16692.01,16717.14,3146.58155
79,2023-01-02 21:00:00,16716.73,16750.0,16715.89,16734.66,3279.98192
80,2023-01-02 21:30:00,16734.66,16739.64,16718.79,16731.9,1796.33833
81,2023-01-02 22:00:00,16731.56,16738.55,16708.23,16710.88,2064.68177
82,2023-01-02 22:30:00,16710.69,16718.35,16707.12,16718.26,1734.44565
83,2023-01-02 23:00:00,16717.93,16723.0,16711.23,16715.42,1301.46928
84,2023-01-02 23:30:00,16715.42,16716.99,16707.59,16711.8,1210.71342
85,2023-01-03 00:00:00,16711.8,16731.71,16707.47,16723.81,1599.98058
86,2023-01-03 00:30:00,16723.64,16728.75,16715.88,16717.02,1108.8814
87,2023-01-03 01:00:00,16717.02,16738.22,16716.94,16737.56,1498.2261
88,2023-01-03 01:30:00,16737.56,16738.23,16709.29,16729.44,1678.77624
89,2023-01-03 02:00:00,16729.82,16734.0,16719.72,16728.52,1202.76274
90,2023-01-03 02:30:00,16728.52,16735.82,16720.2,16727.83,1398.50846
91,2023-01-03 03:00:00,16727.65,16799.23,16718.41,16757.76,2372.57068
92,2023-01-03 03:30:00,16757.76,16763.78,16724.08,16725.97,1932.3447
93,2023-01-03 04:00:00,16725.64,16728.66,16690.18,16698.4,3676.8063
94,2023-01-03 04:30:00,16698.4,16722.98,16686.0,16710.46,3500.74778
95,2023-01-03 05:00:00,16709.99,16713.78,16660.51,16672.87,3305.8055
96,2023-01-03 05:30:00,16672.78,16693.0,16647.81,16682.79,3298.83443
97,2023-01-03 06:00:00,16682.79,16706.14,16680.4,16695.59,2385.7804
98,2023-01-03 06:30:00,16695.59,16696.04,16651.42,16660.27,3164.04431
99,2023-01-03 07:00:00,16660.27,16681.75,16655.74,16677.6,2442.16339
100,2023-01-03 07:30:00,16677.6,16688.53,16671.6,16675.5,2042.88663
101,2023-01-03 08:00:00,16675.5,16685.37,16671.84,16674.03,2174.34821
102,2023-01-03 08:30:00,16674.04,16692.31,16666.91,16685.26,2497.30675
103,2023-01-03 09:00:00,16685.66,16700.28,16683.79,16691.81,2178.09184
104,2023-01-03 09:30:00,16691.81,16699.63,16686.8,16693.03,1822.78022
105,2023-01-03 10:00:00,16693.02,16694.99,16681.79,16685.64,1768.58796
106,2023-01-03 10:30:00,16685.21,16707.0,16683.31,16693.55,2247.72695
107,2023-01-03 11:00:00,16693.54,16727.72,16691.91,16725.5,2966.86763
108,2023-01-03 11:30:00,16725.5,16760.42,16724.42,16759.25,3782.1112
109,2023-01-03 12:00:00,16759.25,16778.4,16722.31,16727.58,3341.29299
110,2023-01-03 12:30:00,16727.58,16731.83,16711.53,16716.18,2775.22511
111,2023-01-03 13:00:00,16715.81,16732.64,16707.57,16729.74,2729.75127
112,2023-01-03 13:30:00,16730.15,16735.84,16709.27,16719.53,3267.31778
113,2023-01-03 14:00:00,16719.9,16721.41,16698.15,16715.22,3793.43391
114,2023-01-03 14:30:00,16714.77,16735.64,16714.0,16727.38,3184.24531
115,2023-01-03 15:00:00,16727.54,16766.0,16727.31,16741.31,3793.66134
116,2023-01-03 15:30:00,16741.22,16749.1,16730.07,16735.88,3085.11721
117,2023-01-03 16:00:00,16735.53,16741.94,16721.89,16724.32,2554.93069
118,2023-01-03 16:30:00,16724.0,16731.24,16722.61,16727.29,2480.10082
119,2023-01-03 17:00:00,16727.29,16737.58,16709.87,16721.03,3417.3567
120,2023-01-03 17:30:00,16721.42,16728.02,16710.38,16718.98,3253.40348
121,2023-01-03 18:00:00,16718.98,16726.32,16703.0,16710.85,3213.2324
122,2023-01-03 18:30:00,16710.85,16734.89,16709.41,16718.44,4199.4761
123,2023-01-03 19:00:00,16718.7,16739.93,16716.6,16725.53,3367.86583
124,2023-01-03 19:30:00,16725.53,16747.89,16722.81,16742.3,4347.32187
125,2023-01-03 20:00:00,16742.79,16773.0,16631.95,16661.23,11322.74579
126,2023-01-03 20:30:00,16662.08,16683.45,16620.8,16647.29,7582.43942
127,2023-01-03 21:00:00,16647.3,16681.26,16617.79,16676.94,4845.29893
128,2023-01-03 21:30:00,16677.54,16688.2,16633.07,16652.47,5445.28404
129,2023-01-03 22:00:00,16653.16,16665.47,16611.3,16622.58,4828.28485
130,2023-01-03 22:30:00,16621.93,16644.0,16615.01,16625.38,3487.95079
131,2023-01-03 23:00:00,16625.38,16639.9,16605.28,16633.65,3297.81985
132,2023-01-03 23:30:00,16633.15,16653.53,16626.8,16651.22,2968.9329
133,2023-01-04 00:00:00,16651.22,16653.48,16636.0,16645.08,2730.02648
134,2023-01-04 00:30:00,16644.51,16648.43,16622.41,16634.27,3158.33709
135,2023-01-04 01:00:00,16634.27,16657.54,16624.81,16643.37,3602.49675
136,2023-01-04 01:30:00,16643.77,16680.44,16640.4,16659.61,4220.55811
