,datetime,open,high,low,close,volume
0,2023-01-01 05:30:00,16541.77,16544.76,16520.0,16520.69,1172.53835
1,2023-01-01 05:45:00,16521.26,16545.7,16517.72,16544.19,1102.62888
2,2023-01-01 06:00:00,16544.19,16544.61,16508.39,16515.43,1365.65633
3,2023-01-01 06:15:00,16515.91,16536.84,16515.43,16529.67,724.01214
4,2023-01-01 06:30:00,16529.59,16541.8,16525.78,16538.21,977.2468
5,2023-01-01 06:45:00,16537.68,16540.82,16530.76,16534.6,661.68521
6,2023-01-01 07:00:00,16534.02,16543.38,16530.62,16539.94,792.69185
7,2023-01-01 07:15:00,16539.94,16556.8,16538.03,16551.47,1158.44283
8,2023-01-01 07:30:00,16551.47,16551.59,16539.57,16549.03,903.09653
9,2023-01-01 07:45:00,16549.02,16555.0,16546.48,16552.89,804.41804
10,2023-01-01 08:00:00,16552.89,16559.77,16538.38,16538.77,879.62878
11,2023-01-01 08:15:00,16538.77,16549.12,16538.14,16548.19,731.69703
12,2023-01-01 08:30:00,16548.19,16548.19,16523.34,16527.87,1559.42213
13,2023-01-01 08:45:00,16527.44,16533.09,16518.21,16529.89,1253.37828
14,2023-01-01 09:00:00,16529.89,16537.42,16526.74,16533.68,726.2119
15,2023-01-01 09:15:00,16533.68,16537.72,16529.53,16533.04,703.06819
16,2023-01-01 09:30:00,16533.04,16535.97,16524.57,16526.12,840.02655
17,2023-01-01 09:45:00,16526.12,16530.25,16516.49,16518.59,1411.33708
18,2023-01-01 10:00:00,16518.31,16525.95,16517.58,16519.47,848.75887
19,2023-01-01 10:15:00,16519.96,16526.99,16511.92,16521.85,1184.88659
20,2023-01-01 10:30:00,16522.22,16524.0,16512.3,16518.37,1026.4706
21,2023-01-01 10:45:00,16518.77,16522.66,16512.31,16521.07,1022.11408
22,2023-01-01 11:00:00,16521.42,16522.75,16514.79,16520.02,669.28025
23,2023-01-01 11:15:00,16520.03,16534.98,16518.85,16530.71,999.50685
24,2023-01-01 11:30:00,16530.71,16543.69,16528.81,16537.72,949.23319
25,2023-01-01 11:45:00,16538.05,16550.0,16537.64,16544.63,976.15533
26,2023-01-01 12:00:00,16545.02,16545.96,16538.41,16544.68,700.60455
27,2023-01-01 12:15:00,16544.38,16546.93,16538.46,16539.79,718.90899
28,2023-01-01 12:30:00,16539.79,16544.57,16522.42,16530.26,1473.82665
29,2023-01-01 12:45:00,16530.82,16530.82,16499.01,16522.78,1815.73002
30,2023-01-01 13:00:00,16522.28,16529.98,16504.17,16525.24,973.59913
31,2023-01-01 13:15:00,16525.59,16532.37,16520.67,16526.19,921.80242
32,2023-01-01 13:30:00,16525.7,16534.03,16516.78,16518.19,1154.72646
33,2023-01-01 13:45:00,16518.19,16525.88,16513.24,16523.23,991.67781
34,2023-01-01 14:00:00,16522.83,16527.11,16509.3,16510.68,1045.51261
35,2023-01-01 14:15:00,16510.68,16517.35,16508.45,16513.34,1080.00335
36,2023-01-01 14:30:00,16513.33,16515.23,16505.2,16514.75,1004.21866
37,2023-01-01 14:45:00,16515.11,16522.63,16511.96,16514.23,999.24874
38,2023-01-01 15:00:00,16514.64,16533.12,16514.22,16531.85,883.55127
39,2023-01-01 15:15:00,16531.85,16542.49,16525.62,16537.88,1213.73182
40,2023-01-01 15:30:00,16538.32,16543.14,16533.42,16542.85,1179.05514
41,2023-01-01 15:45:00,16542.6,16547.38,16539.98,16544.07,801.48739
42,2023-01-01 16:00:00,16543.69,16544.75,16533.79,16539.58,970.78802
43,2023-01-01 16:15:00,16539.83,16548.71,16538.12,16548.34,852.43561
44,2023-01-01 16:30:00,16547.98,16552.67,16545.05,16547.92,1003.6487
45,2023-01-01 16:45:00,16547.56,16547.96,16540.2,16544.56,825.55748
46,2023-01-01 17:00:00,16544.56,16552.03,16542.14,16550.95,922.90734
47,2023-01-01 17:15:00,16550.59,16557.0,16547.51,16556.66,987.41661
48,2023-01-01 17:30:00,16556.66,16572.42,16548.58,16564.36,1460.27557
