,datetime,open,high,low,close,volume
0,2023-01-01 05:30:00,16541.77,16628.0,16499.01,16616.75,96925.41374
1,2023-01-02 05:30:00,16617.17,16799.23,16548.7,16672.87,121888.57191
2,2023-01-03 05:30:00,16672.78,16778.4,16605.28,16675.18,159541.53733
3,2023-01-04 05:30:00,16675.65,16991.87,16652.66,16850.36,220362.18862
4,2023-01-05 05:30:00,16850.36,16879.82,16753.0,16831.85,163473.56641
5,2023-01-06 05:30:00,16831.85,17041.0,16679.0,16950.65,207401.28415
6,2023-01-07 05:30:00,16950.31,16981.91,16908.0,16943.57,104526.5688
7,2023-01-08 05:30:00,16943.83,17176.99,16911.0,17127.83,135155.89695
8,2023-01-09 05:30:00,17127.83,17398.8,17104.66,17178.26,266211.52723
9,2023-01-10 05:30:00,17179.04,17499.0,17146.34,17440.66,221382.42581
10,2023-01-11 05:30:00,17440.64,18000.0,17315.6,17943.26,262221.60653
11,2023-01-12 05:30:00,17943.26,19117.04,17892.05,18846.62,454568.32178
12,2023-01-13 05:30:00,18846.62,20000.0,18714.12,19930.01,368615.87823
13,2023-01-14 05:30:00,19930.01,21258.0,19888.05,20954.92,393913.74951
14,2023-01-15 05:30:00,20952.76,21050.74,20551.01,20871.5,178542.22549
15,2023-01-16 05:30:00,20872.99,21474.05,20611.48,21185.65,293078.08262
16,2023-01-17 05:30:00,21185.65,21647.45,20841.31,21134.81,275407.74409
17,2023-01-18 05:30:00,21132.29,21650.0,20407.15,20677.47,350916.01949
18,2023-01-19 05:30:00,20677.47,21192.0,20659.19,21071.59,251385.84925
19,2023-01-20 05:30:00,21071.59,22755.93,20861.28,22667.21,338079.13659
20,2023-01-21 05:30:00,22666.0,23371.8,22422.0,22783.55,346445.48432
21,2023-01-22 05:30:00,22783.35,23078.71,22292.37,22707.88,253577.75286
22,2023-01-23 05:30:00,22706.02,23180.0,22500.0,22916.45,293588.37938
23,2023-01-24 05:30:00,22917.81,23162.2,22462.93,22632.89,293158.78254
24,2023-01-25 05:30:00,22631.94,23816.73,22300.0,23060.94,346042.83223
25,2023-01-26 05:30:00,23060.42,23282.47,22850.01,23009.65,288924.43581
26,2023-01-27 05:30:00,23009.65,23500.0,22534.88,23074.16,280833.86315
27,2023-01-28 05:30:00,23074.16,23189.0,22878.46,23022.6,148115.71085
28,2023-01-29 05:30:00,23021.4,23960.54,22967.76,23742.3,295688.79204
29,2023-01-30 05:30:00,23743.37,23800.51,22500.0,22826.15,302405.90121
30,2023-01-31 05:30:00,22827.38,23320.0,22714.77,23125.13,264649.34909
31,2023-02-01 05:30:00,23125.13,23812.66,22760.23,23732.66,310790.42271
32,2023-02-02 05:30:00,23731.41,24255.0,23363.27,23488.94,364177.20751
33,2023-02-03 05:30:00,23489.33,23715.7,23204.62,23431.9,332571.02904
34,2023-02-04 05:30:00,23431.9,23587.78,23253.96,23326.84,166126.47295
35,2023-02-05 05:30:00,23327.66,23433.33,22743.0,22932.91,209251.33917
36,2023-02-06 05:30:00,22932.91,23158.25,22628.13,22762.52,265371.6069
37,2023-02-07 05:30:00,22762.52,23350.25,22745.78,23240.46,308006.72482
38,2023-02-08 05:30:00,23242.42,23452.0,22665.85,22963.0,280056.30717
39,2023-02-09 05:30:00,22961.85,23011.39,21688.0,21796.35,402894.6955
40,2023-02-10 05:30:00,21797.83,21938.16,21451.0,21625.19,338591.94247
41,2023-02-11 05:30:00,21625.19,21906.32,21599.78,21862.55,177021.58433
42,2023-02-12 05:30:00,21862.02,22090.0,21630.0,21783.54,204435.65163
43,2023-02-13 05:30:00,21782.37,21894.99,21351.07,21773.97,295730.76791
44,2023-02-14 05:30:00,21774.63,22319.08,21532.77,22199.84,361958.40109
45,2023-02-15 05:30:00,22199.84,24380.0,22047.28,24324.05,375669.16111
46,2023-02-16 05:30:00,24322.87,25250.0,23505.25,23517.72,450080.68366
47,2023-02-17 05:30:00,23517.72,25021.11,23339.37,24569.97,496813.21376
48,2023-02-18 05:30:00,24568.24,24877.0,24430.0,24631.95,216917.25213
49,2023-02-19 05:30:00,24632.05,25192.0,24192.57,24271.76,300395.99542
50,2023-02-20 05:30:00,24272.51,25121.23,23840.83,24842.2,346938.56997
51,2023-02-21 05:30:00,24843.89,25250.0,24148.34,24452.16,376000.82868
52,2023-02-22 05:30:00,24450.67,24476.05,23574.69,24182.21,379425.75365
53,2023-02-23 05:30:00,24182.21,24599.59,23608.0,23940.2,398400.45437
54,2023-02-24 05:30:00,23940.2,24132.35,22841.19,23185.29,343582.57453
55,2023-02-25 05:30:00,23184.04,23219.13,22722.0,23157.07,191311.8101
56,2023-02-26 05:30:00,23157.07,23689.99,23059.18,23554.85,202323.73623
57,2023-02-27 05:30:00,23554.85,23897.99,23106.77,23492.09,283706.0859
58,2023-02-28 05:30:00,23492.09,23600.0,23020.97,23141.57,264140.99894
59,2023-03-01 05:30:00,23141.57,24000.0,23020.03,23628.97,315287.41737
60,2023-03-02 05:30:00,23629.76,23796.93,23195.9,23465.32,239315.45219
61,2023-03-03 05:30:00,23465.32,23476.95,21971.13,22354.34,319954.19785
62,2023-03-04 05:30:00,22354.34,22410.0,22157.08,22346.57,121257.38132
63,2023-03-05 05:30:00,22346.57,22662.09,22189.22,22430.24,154841.75786
64,2023-03-06 05:30:00,22430.24,22602.19,22258.0,22410.0,203751.82957
65,2023-03-07 05:30:00,22409.41,22557.91,21927.0,22197.96,292519.80912
66,2023-03-08 05:30:00,22198.56,22287.0,21580.0,21705.44,301460.57272
67,2023-03-09 05:30:00,21704.37,21834.99,20042.72,20362.22,443658.28584
68,2023-03-10 05:30:00,20362.21,20367.78,19549.09,20150.69,618456.4671
69,2023-03-11 05:30:00,20150.69,20686.51,19765.03,20455.73,427831.82133
70,2023-03-12 05:30:00,20455.73,22150.0,20270.6,21997.11,430944.94288
71,2023-03-13 05:30:00,21998.05,24500.0,21813.88,24113.48,687889.31259
72,2023-03-14 05:30:00,24112.27,26386.87,23976.42,24670.41,699360.93423
73,2023-03-15 05:30:00,24670.41,25196.97,23896.95,24285.66,581450.72984
74,2023-03-16 05:30:00,24285.66,25167.4,24123.0,24998.78,439421.32998
75,2023-03-17 05:30:00,24998.78,27756.84,24890.0,27395.13,624460.68091
76,2023-03-18 05:30:00,27395.13,27724.85,26578.0,26907.49,371238.97174
77,2023-03-19 05:30:00,26907.49,28390.1,26827.22,27972.87,372066.99054
78,2023-03-20 05:30:00,27972.87,28472.0,27124.47,27717.01,477378.23373
79,2023-03-21 05:30:00,27717.01,28438.55,27303.1,28105.47,420929.7422
80,2023-03-22 05:30:00,28107.81,28868.05,26601.8,27250.97,224113.41296
81,2023-03-23 05:30:00,27250.97,28750.0,27105.0,28295.41,128649.60818
82,2023-03-24 05:30:00,28295.42,28374.3,27000.0,27454.47,86242.06544
83,2023-03-25 05:30:00,27454.46,27787.33,27156.09,27462.95,50844.08102
84,2023-03-26 05:30:00,27462.96,28194.4,27417.76,27968.05,49671.70353
85,2023-03-27 05:30:00,27968.05,28023.86,26508.14,27124.91,88039.46898
86,2023-03-28 05:30:00,27124.9,27520.0,26631.78,27261.07,78602.44341
87,2023-03-29 05:30:00,27261.06,28650.0,27240.1,28348.6,89486.16008
88,2023-03-30 05:30:00,28348.6,29184.68,27686.0,28028.53,98865.43256
89,2023-03-31 05:30:00,28028.53,28656.69,27511.71,28465.36,78198.12139
90,2023-04-01 05:30:00,28465.36,28819.71,28220.27,28452.73,30238.44753
91,2023-04-02 05:30:00,28452.74,28530.0,27856.43,28171.87,37365.65692
